ADSL	ENSG00000239900
RPL34P33	ENSG00000241282
RPL34P34	ENSG00000236312
RPL34P36	ENSG00000270446
RPL34P6	ENSG00000231333
RPL34P8	ENSG00000237583
RPL34P9	ENSG00000244441
RPL35	ENSG00000136942
RPL35A	ENSG00000182899
RPL35AP	ENSG00000234075
RPL35AP10	ENSG00000243687
RPL35AP11	ENSG00000241103
RPL35AP12	ENSG00000227283
RPL35AP13	ENSG00000242602
RPL35AP14	ENSG00000240436
RPL35AP15	ENSG00000243758
RPL35AP16	ENSG00000239602
RPL35AP17	ENSG00000239317
RPL35AP18	ENSG00000220311
RPL35AP19	ENSG00000239872
RPL35AP2	ENSG00000227383
RPL35AP20	ENSG00000232946
RPL35AP21	ENSG00000229814
RPL35AP22	ENSG00000235133
RPL35AP23	ENSG00000264217
RPL35AP24	ENSG00000230166
RPL35AP26	ENSG00000243607
RPL35AP27	ENSG00000244743
RPL35AP28	ENSG00000242041
RPL35AP29	ENSG00000244540
RPL35AP3	ENSG00000230350
RPL35AP30	ENSG00000226729
RPL35AP31	ENSG00000233460
RPL35AP32	ENSG00000243404
RPL35AP33	ENSG00000241334
RPL35AP34	ENSG00000241932
RPL35AP35	ENSG00000239256
RPL35AP36	ENSG00000224856
RPL35AP37	ENSG00000236929
RPL35AP4	ENSG00000225644
RPL35AP5	ENSG00000223505
RPL35AP6	ENSG00000228879
RPL35AP7	ENSG00000225487
RPL35AP8	ENSG00000235787
RPL35AP9	ENSG00000243675
RPL35P1	ENSG00000237991
RPL35P2	ENSG00000220583
RPL35P3	ENSG00000219902
RPL35P4	ENSG00000213783
RPL35P5	ENSG00000225573
RPL35P6	ENSG00000244018
RPL35P8	ENSG00000226142
RPL35P9	ENSG00000174418
RPL36	ENSG00000130255
RPL36A	ENSG00000241343
RPL36A-HNRNPH2	ENSG00000257529
RPL36AL	ENSG00000165502
RPL36AP1	ENSG00000242995
RPL36AP10	ENSG00000237959
RPL36AP11	ENSG00000237003
RPL36AP12	ENSG00000224685
RPL36AP13	ENSG00000233747
RPL36AP14	ENSG00000233335
RPL36AP15	ENSG00000235369
RPL36AP16	ENSG00000232228
RPL36AP17	ENSG00000226489
RPL36AP18	ENSG00000240426
RPL36AP19	ENSG00000243280
RPL36AP2	ENSG00000214759
RPL36AP20	ENSG00000242080
RPL36AP21	ENSG00000240785
RPL36AP23	ENSG00000241722
RPL36AP24	ENSG00000238055
RPL36AP25	ENSG00000225832
RPL36AP26	ENSG00000235828
RPL36AP27	ENSG00000225443
RPL36AP28	ENSG00000225416
RPL36AP29	ENSG00000224683
RPL36AP30	ENSG00000224629
RPL36AP31	ENSG00000227753
RPL36AP32	ENSG00000242958
RPL36AP33	ENSG00000235619
RPL36AP34	ENSG00000232867
RPL36AP35	ENSG00000231810
RPL36AP36	ENSG00000237540
RPL36AP37	ENSG00000244398
RPL36AP38	ENSG00000241097
RPL36AP39	ENSG00000230980
RPL36AP4	ENSG00000241499
RPL36AP40	ENSG00000240298
RPL36AP41	ENSG00000242087
RPL36AP43	ENSG00000241362
RPL36AP44	ENSG00000240163
RPL36AP45	ENSG00000240366
RPL36AP46	ENSG00000224011
RPL36AP47	ENSG00000242123
RPL36AP48	ENSG00000213180
RPL36AP49	ENSG00000243779
RPL36AP5	ENSG00000237107
RPL36AP50	ENSG00000243494
RPL36AP51	ENSG00000242291
RPL36AP52	ENSG00000214925
RPL36AP53	ENSG00000224664
RPL36AP54	ENSG00000226107
RPL36AP55	ENSG00000226016
RPL36AP6	ENSG00000231293
RPL36AP7	ENSG00000228007
RPL36AP8	ENSG00000231409
RPL36AP9	ENSG00000213987
RPL36P1	ENSG00000230636
RPL36P10	ENSG00000226541
RPL36P11	ENSG00000240518
RPL36P12	ENSG00000213361
RPL36P13	ENSG00000236580
RPL36P14	ENSG00000169253
RPL36P15	ENSG00000240100
RPL36P16	ENSG00000224476
RPL36P17	ENSG00000226573
RPL36P18	ENSG00000235656
RPL36P19	ENSG00000232540
RPL36P2	ENSG00000231302
RPL36P20	ENSG00000234270
RPL36P3	ENSG00000176043
RPL36P4	ENSG00000224497
RPL36P5	ENSG00000215905
RPL36P6	ENSG00000224348
RPL36P7	ENSG00000213519
RPL36P8	ENSG00000225846
RPL36P9	ENSG00000218749
RPL37	ENSG00000145592
RPL37A	ENSG00000197756
RPL37A-DT	ENSG00000232485
RPL37AP1	ENSG00000226243
RPL37AP8	ENSG00000176343
RPL37P1	ENSG00000227401
RPL37P10	ENSG00000224627
RPL37P11	ENSG00000225024
RPL37P12	ENSG00000237916
RPL37P13	ENSG00000233702
RPL37P15	ENSG00000216365
RPL37P18	ENSG00000229235
RPL37P2	ENSG00000239559
RPL37P21	ENSG00000236433
RPL37P23	ENSG00000243680
RPL37P24	ENSG00000224949
RPL37P25	ENSG00000251597
RPL37P3	ENSG00000215369
RPL37P4	ENSG00000230198
RPL37P6	ENSG00000241431
RPL38	ENSG00000172809
RPL38P1	ENSG00000241993
RPL38P2	ENSG00000237077
RPL38P3	ENSG00000244422
RPL38P4	ENSG00000250562
RPL38P5	ENSG00000235579
RPL38P6	ENSG00000224291
RPL39	ENSG00000198918
RPL39L	ENSG00000163923
RPL39P	ENSG00000228601
RPL39P14	ENSG00000224463
RPL39P15	ENSG00000231414
RPL39P16	ENSG00000227470
RPL39P17	ENSG00000231362
RPL39P18	ENSG00000229468
RPL39P25	ENSG00000227271
RPL39P26	ENSG00000240454
RPL39P28	ENSG00000244432
RPL39P29	ENSG00000236860
RPL39P3	ENSG00000235174
RPL39P31	ENSG00000242176
RPL39P33	ENSG00000243058
RPL39P34	ENSG00000242255
RPL39P36	ENSG00000239912
RPL39P38	ENSG00000241464
RPL39P39	ENSG00000231005
RPL39P40	ENSG00000226580
RPL39P5	ENSG00000214289
RPL39P6	ENSG00000238173
RPL3L	ENSG00000140986
RPL3P1	ENSG00000228149
RPL3P10	ENSG00000243095
RPL3P11	ENSG00000223568
RPL3P12	ENSG00000232496
RPL3P13	ENSG00000258013
RPL3P2	ENSG00000227939
RPL3P3	ENSG00000243388
RPL3P4	ENSG00000232573
RPL3P5	ENSG00000231546
RPL3P6	ENSG00000213891
RPL3P7	ENSG00000225093
RPL3P8	ENSG00000232199
RPL3P9	ENSG00000240540
RSPH14	ENSG00000100218
SAMM50	ENSG00000100347
SAMM50P1	ENSG00000224488
SCO2	ENSG00000284194
SERPINF2	ENSG00000167711
SHANK3	ENSG00000251322
SLC25A1	ENSG00000100075
SLC25A10	ENSG00000183048
SLC25A11	ENSG00000108528
SLC25A12	ENSG00000115840
SLC25A13	ENSG00000004864
SLC25A14	ENSG00000102078
SLC25A14P1	ENSG00000213608
SLC25A15	ENSG00000102743
SLC25A15P1	ENSG00000227629
SLC25A15P2	ENSG00000237164
SLC25A15P3	ENSG00000251299
SLC25A15P4	ENSG00000273872
SLC25A15P5	ENSG00000249288
SLC25A16	ENSG00000122912
SLC25A17	ENSG00000100372
SLC25A18	ENSG00000182902
SLC25A18P1	ENSG00000234309
SLC25A19	ENSG00000125454
SLC25A1P1	ENSG00000254479
SLC25A1P2	ENSG00000234467
SLC25A1P3	ENSG00000213645
SLC25A1P4	ENSG00000261608
SLC25A1P5	ENSG00000267323
SLC5A1	ENSG00000100170
SLC5A10	ENSG00000154025
SLC5A11	ENSG00000158865
SLC5A12	ENSG00000148942
SMARCB1	ENSG00000099956
SMC1B	ENSG00000077935
SMDT1	ENSG00000183172
SMN1	ENSG00000172062
SREBF2	ENSG00000198911
SREBF2-AS1	ENSG00000184068
SRRD	ENSG00000100104
SSTR3	ENSG00000278195
ST13	ENSG00000100380
ST13P10	ENSG00000213234
ST13P11	ENSG00000213368
ST13P12	ENSG00000248400
ST13P13	ENSG00000229256
ST13P14	ENSG00000240959
ST13P15	ENSG00000243759
ST13P16	ENSG00000218698
ST13P18	ENSG00000234322
ST13P19	ENSG00000228110
ST13P2	ENSG00000235616
ST13P20	ENSG00000215875
ST13P21	ENSG00000227832
ST13P3	ENSG00000257773
ST13P4	ENSG00000232150
ST13P5	ENSG00000212789
ST13P6	ENSG00000225259
ST13P7	ENSG00000237821
STMN1	ENSG00000117632
STMN1P1	ENSG00000276058
STMN1P2	ENSG00000251440
STXBP1	ENSG00000136854
TBX1	ENSG00000184058
TBX10	ENSG00000167800
TBX15	ENSG00000092607
TBX18	ENSG00000112837
TBX18-AS1	ENSG00000228290
TBX19	ENSG00000143178
TFIP11	ENSG00000100109
TFIP11-DT	ENSG00000261188
THAP7	ENSG00000184436
THAP7-AS1	ENSG00000230513
THOC5	ENSG00000100296
TIMP3	ENSG00000100234
TINF2	ENSG00000092330
TMEM191C	ENSG00000206140
TNFRSF13C	ENSG00000159958
TOM1	ENSG00000100284
TOM1L1	ENSG00000141198
TOM1L2	ENSG00000175662
TOMM22	ENSG00000100216
TOMM22-DT	ENSG00000228274
TOMM22P1	ENSG00000237427
TOMM22P2	ENSG00000232195
TOMM22P3	ENSG00000227604
TOMM22P4	ENSG00000248396
TOMM22P5	ENSG00000225155
TOMM22P6	ENSG00000241874
TPTEP2-CSNK1E	ENSG00000283900
TRABD	ENSG00000170638
TRABD-AS1	ENSG00000273253
TRABD2A	ENSG00000186854
TRABD2B	ENSG00000269113
TRIOBP	ENSG00000100106
TST	ENSG00000128311
TSTD1	ENSG00000215845
TSTD2	ENSG00000136925
TSTD3	ENSG00000279170
TUBA8	ENSG00000183785
TUBGCP6	ENSG00000128159
TXNRD2	ENSG00000184470
TYMP	ENSG00000025708
UFD1	ENSG00000070010
UFD1-AS1	ENSG00000185065
UPB1	ENSG00000100024
UPK3A	ENSG00000100373
XBP1	ENSG00000100219
XBP1P1	ENSG00000249947
XNDC1N-ZNF705EP-ALG1L9P	ENSG00000289716
YWHAH	ENSG00000128245
YWHAH-AS1	ENSG00000128254
ZNF2	ENSG00000275111
ZNF20	ENSG00000132010
ZNF200	ENSG00000010539
ZNF202	ENSG00000166261
ZNF204P	ENSG00000204789
ZNF205	ENSG00000122386
ZNF207	ENSG00000010244
ZNF208	ENSG00000160321
ZNF209P	ENSG00000269138
ZNF211	ENSG00000121417
ZNF212	ENSG00000170260
ZNF213	ENSG00000085644
ZNF213-AS1	ENSG00000263072
ZNF214	ENSG00000149050
ZNF215	ENSG00000149054
ZNF217	ENSG00000171940
ZNF217-AS1	ENSG00000197670
ZNF219	ENSG00000165804
ZNF22	ENSG00000165512
ZNF22-AS1	ENSG00000165511
ZNF221	ENSG00000159905
ZNF222	ENSG00000159885
ZNF222-DT	ENSG00000267144
ZNF223	ENSG00000178386
ZNF224	ENSG00000267680
ZNF225	ENSG00000256294
ZNF225-AS1	ENSG00000186019
ZNF226	ENSG00000167380
ZNF227	ENSG00000131115
ZNF229	ENSG00000278318
ZNF23	ENSG00000167377
ZNF230	ENSG00000159882
ZNF230-DT	ENSG00000266921
ZNF232	ENSG00000167840
ZNF232-AS1	ENSG00000234327
ZNF233	ENSG00000159915
ZNF234	ENSG00000263002
ZNF235	ENSG00000159917
ZNF236	ENSG00000130856
ZNF236-DT	ENSG00000264278
ZNF239	ENSG00000196793
ZNF24	ENSG00000172466
ZNF248	ENSG00000198105
ZNF248-AS1	ENSG00000236514
ZNF24TR	ENSG00000267583
ZNF25	ENSG00000175395
ZNF25-DT	ENSG00000226447
ZNF250	ENSG00000196150
ZNF251	ENSG00000198169
ZNF252P	ENSG00000196922
ZNF252P-AS1	ENSG00000255559
ZNF253	ENSG00000256771
ZNF254	ENSG00000213096
ZNF256	ENSG00000152454
ZNF257	ENSG00000197134
ZNF26	ENSG00000198393
ZNF260	ENSG00000254004
ZNF263	ENSG00000006194
ZNF264	ENSG00000083844
ZNF266	ENSG00000174652
ZNF267	ENSG00000185947
ZNF268	ENSG00000090612
ZNF271P	ENSG00000257267
ZNF273	ENSG00000198039
ZNF274	ENSG00000171606
ZNF275	ENSG00000063587
ZNF276	ENSG00000158805
ZNF277	ENSG00000198839
ZNF277-AS1	ENSG00000226851
ZNF28	ENSG00000198538
ZNF280A	ENSG00000169548
ZNF280B	ENSG00000275004
ZNF280C	ENSG00000056277
ZNF280D	ENSG00000137871
ZNF281	ENSG00000162702
ZNF282	ENSG00000170265
ZNF283	ENSG00000167637
ZNF284	ENSG00000186026
ZNF285	ENSG00000267508
ZNF285BP	ENSG00000176761
ZNF285CP	ENSG00000018607
ZNF285DP	ENSG00000283443
ZNF286A	ENSG00000187607
ZNF286A-TBC1D26	ENSG00000255104
ZNF286B	ENSG00000249459
ZNF287	ENSG00000141040
ZNF292	ENSG00000188994
ZNF295-AS1	ENSG00000237232
ZNF296	ENSG00000170684
ZNF299P	ENSG00000219368
ZNF29P	ENSG00000108452
ZNF625-ZNF20	ENSG00000213297
ZNF70	ENSG00000187792
ZNF700	ENSG00000196757
ZNF701	ENSG00000167562
ZNF702P	ENSG00000242779
ZNF703	ENSG00000183779
ZNF704	ENSG00000164684
ZNF705A	ENSG00000196946
ZNF705B	ENSG00000215356
ZNF705CP	ENSG00000215339
ZNF705D	ENSG00000215343
ZNF705EP	ENSG00000214534
ZNF705G	ENSG00000215372
ZNF706	ENSG00000120963
ZNF707	ENSG00000181135
ZNF708	ENSG00000182141
ZNF709	ENSG00000242852
ZNF70P1	ENSG00000225463
